14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,keyword,alls
7,2,6,7,0,0,0,0,1,0,4,0,0,1,3,0,4,6,8,12,7,3,0,0,3,17,0,6,9,3,4,11,2,5,7,6,7,4,4,13,1,5,4,3,16,6,0,3,16,13,1,11,5,2,3,3,2,28,38,45,3,4,1,0,8,9,8,14,0,국민,424
6,0,2,8,0,0,0,0,5,0,0,0,0,0,1,0,6,4,15,0,17,6,2,0,6,0,0,0,0,11,0,0,22,0,0,10,10,2,1,0,0,0,0,1,133,0,0,5,7,3,5,4,4,1,10,16,0,10,15,2,0,0,0,2,4,4,52,0,7,아이,419
23,0,4,17,0,1,0,0,0,1,5,2,2,4,10,0,0,3,10,6,2,3,2,1,3,11,5,3,12,3,0,2,10,7,0,6,0,8,2,22,0,2,0,7,12,3,2,8,1,9,2,12,0,2,8,2,11,14,32,9,4,3,1,12,0,11,13,11,10,등,391
8,0,2,9,0,1,0,0,1,0,4,2,2,0,3,3,7,6,6,6,1,0,0,0,5,9,12,13,4,3,7,13,8,2,2,13,3,5,2,6,4,3,7,4,21,2,4,0,1,4,16,10,8,1,19,3,6,9,15,16,0,4,5,0,1,4,5,5,4,사람,349
17,1,8,9,1,2,0,0,3,0,9,0,0,1,4,0,0,4,10,0,20,0,0,0,2,9,12,3,0,0,6,2,4,6,0,8,9,3,4,3,0,1,3,5,55,1,3,3,2,0,0,8,5,5,7,3,3,3,7,5,0,1,1,0,0,7,16,20,9,우리,333
17,0,1,9,2,0,0,0,6,0,22,0,1,1,4,0,9,4,8,17,5,0,0,0,3,6,6,4,6,0,1,3,4,3,1,1,2,2,2,7,0,1,5,3,22,0,0,2,2,9,3,11,5,0,7,1,10,8,4,4,2,3,7,2,0,2,10,10,2,생각,292
24,0,4,1,5,0,0,0,1,1,9,0,0,1,1,0,1,1,11,18,3,1,0,0,1,14,1,1,8,4,1,0,2,3,1,3,2,3,1,5,5,1,12,0,6,8,0,8,0,7,5,15,5,2,6,3,6,7,17,12,0,2,4,2,1,3,3,15,1,정부,288
73,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,8,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,39,20,0,29,19,0,0,0,0,0,0,0,18,0,9,교사,285
30,0,4,0,0,0,0,0,2,0,1,0,1,10,3,0,7,7,6,7,0,3,0,0,0,0,13,0,17,1,0,4,8,0,1,3,1,7,1,3,8,0,2,3,42,0,0,8,4,3,2,6,2,2,6,4,3,1,5,4,0,2,0,5,0,7,13,5,4,문제,281
3,0,3,2,0,0,0,0,4,0,2,0,0,3,2,0,0,4,9,3,10,2,0,0,1,11,1,2,5,0,0,6,5,2,1,12,1,2,4,7,4,0,2,1,13,1,13,3,11,5,11,16,4,3,17,2,0,2,6,6,3,1,2,6,2,4,7,13,5,말,270
15,0,3,7,2,1,0,0,3,0,4,0,0,0,0,0,3,4,16,2,3,3,0,0,3,6,8,3,7,1,6,4,4,0,1,2,3,4,1,9,4,0,3,4,22,3,1,3,8,9,4,6,4,7,11,3,5,7,5,7,0,0,1,0,0,3,10,4,3,더,265
8,4,8,2,0,0,0,0,0,2,3,0,0,0,4,0,2,4,4,6,7,1,0,0,4,10,0,7,2,0,1,4,8,0,2,9,3,8,0,11,2,0,0,3,16,3,3,6,6,7,1,6,2,0,11,1,6,10,12,5,0,3,0,3,0,2,15,5,4,위해,256
10,0,6,5,0,0,0,0,2,1,2,0,2,0,4,0,1,2,10,4,5,1,0,0,10,3,3,5,3,1,1,14,3,2,1,6,1,0,0,10,2,1,2,3,7,2,1,2,6,11,1,9,2,0,27,4,5,15,2,8,0,3,0,4,1,3,4,5,4,일,252
6,0,7,2,0,0,0,0,2,0,0,0,0,0,4,0,3,3,10,7,6,2,1,0,0,3,3,3,10,1,0,2,5,0,0,9,0,9,1,13,1,0,3,8,12,4,0,4,1,5,0,3,6,1,6,2,10,8,14,10,0,2,0,2,0,3,13,3,13,위,246
14,0,2,2,0,0,0,0,0,1,10,0,0,3,9,0,1,7,6,5,0,2,0,0,1,5,1,3,5,3,2,3,0,1,2,7,5,6,1,5,0,1,4,5,18,0,1,9,2,5,4,14,0,0,3,0,9,5,8,3,1,5,0,1,0,4,11,8,12,대한,245
0,0,0,10,0,0,0,0,2,0,0,3,0,1,10,0,0,0,0,6,0,1,0,0,2,0,0,4,2,5,2,1,1,0,1,0,1,3,5,4,0,1,2,0,12,2,6,8,1,2,2,3,5,5,46,1,0,5,4,2,1,2,0,1,2,2,3,9,30,사건,221
25,0,0,0,0,0,0,0,0,0,6,0,1,0,4,0,8,4,7,28,6,1,1,0,0,1,0,1,2,8,0,1,0,0,1,10,0,21,0,0,0,0,0,0,7,0,1,31,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,17,0,8,3,0,0,학생,214
11,0,6,3,2,0,0,0,3,0,6,0,0,0,2,0,4,7,4,3,2,1,0,0,2,3,11,5,1,1,1,8,2,0,0,2,0,9,0,6,0,2,2,1,14,1,2,0,7,6,3,4,2,0,17,0,5,4,11,2,0,2,2,2,0,4,6,3,2,때문,209
6,0,10,3,0,0,0,0,1,1,11,0,0,1,7,0,2,5,9,28,7,0,0,0,0,0,3,0,8,1,1,12,3,0,3,0,2,0,1,2,1,1,1,1,0,0,0,1,2,5,5,0,2,0,2,0,3,2,22,6,0,2,1,0,0,10,6,7,0,대통령,207
9,0,3,3,0,0,0,0,4,1,0,0,0,0,2,0,1,9,4,4,0,0,0,0,1,0,3,4,0,0,0,0,3,0,0,0,4,0,0,3,0,1,2,2,34,0,0,4,4,2,8,21,0,1,9,0,3,3,4,4,1,7,0,1,0,5,23,3,0,사회,200
10,0,1,3,1,0,0,0,1,0,6,0,1,2,2,0,7,1,9,6,3,0,0,0,0,0,2,6,2,1,1,2,2,1,2,12,2,2,0,4,1,0,0,1,11,3,2,10,8,5,2,6,1,1,5,0,8,7,6,5,1,3,0,4,2,2,7,0,1,상황,194
6,0,3,3,0,0,0,0,1,0,2,0,1,1,4,1,3,2,7,15,2,3,0,0,0,5,0,3,12,0,1,2,4,1,0,8,0,2,3,3,1,0,2,0,16,0,1,3,2,4,2,5,1,1,9,1,7,0,6,4,3,2,0,3,0,4,7,3,4,현재,189
0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,9,1,2,0,0,1,8,2,7,4,2,0,6,3,1,1,0,1,2,3,11,5,1,5,1,3,2,1,7,0,0,2,5,4,0,8,3,2,8,13,7,1,3,0,0,0,0,5,14,0,대한민국,188
0,0,2,4,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,35,0,0,9,0,0,1,2,3,5,0,9,54,0,0,13,0,0,2,0,5,0,0,0,3,0,4,13,1,0,여성,183
3,0,2,7,2,0,0,0,3,1,0,1,0,0,3,0,6,5,0,7,0,0,0,0,1,1,1,3,3,4,2,1,2,0,0,7,1,9,1,3,0,2,5,2,6,2,0,1,4,6,1,18,1,1,0,0,3,12,11,7,0,0,1,3,0,0,3,12,2,청원,182
0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,8,0,0,0,0,1,2,0,0,0,23,0,0,0,2,0,50,0,0,0,0,1,0,0,6,0,2,4,0,1,13,0,0,26,3,0,1,0,1,0,4,0,0,0,0,0,0,0,병원,182
24,1,4,0,4,0,0,0,0,1,5,0,0,0,0,0,0,0,10,6,5,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,9,0,0,0,2,4,0,0,0,1,0,2,6,0,0,3,0,7,6,0,26,2,1,2,2,0,1,31,3,2,정책,181
9,0,0,4,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,5,0,1,0,0,1,2,3,0,3,5,0,1,5,1,1,3,0,3,1,5,0,2,1,2,3,2,0,1,1,5,0,9,0,1,11,1,0,22,27,4,3,3,10,0,1,1,7,1,1,한국,177
7,0,7,5,0,3,0,0,1,0,0,6,0,0,9,0,0,6,4,4,1,0,0,0,1,0,2,1,8,0,1,4,9,0,0,2,0,3,0,3,0,0,4,0,19,2,0,5,2,3,5,2,1,1,3,0,3,2,8,1,0,4,3,0,0,2,9,2,1,경우,169
0,0,2,3,0,0,0,0,1,0,0,4,1,0,1,0,4,1,2,2,0,0,1,1,0,0,3,1,3,0,0,3,0,0,1,4,2,2,1,5,1,0,1,0,44,1,1,13,2,2,2,2,3,1,4,4,7,6,4,6,2,4,0,3,0,0,0,6,1,법,168
4,0,7,2,0,0,0,0,0,1,7,1,0,1,4,0,4,2,7,4,3,0,1,0,1,6,0,0,3,2,3,0,3,0,0,3,1,4,1,5,4,0,0,1,14,0,1,4,4,2,4,12,4,0,7,1,1,3,5,2,1,0,1,4,0,2,2,8,1,지금,168
4,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,2,5,5,6,1,0,0,0,0,2,0,4,0,1,0,1,4,2,0,3,0,3,1,0,0,0,1,3,10,0,1,0,0,2,1,2,2,2,23,19,2,21,7,4,0,0,0,2,1,2,5,7,1,시간,167
0,3,4,6,0,0,0,0,0,1,3,0,0,0,4,0,3,5,3,7,1,1,0,0,0,0,3,1,11,0,1,0,0,1,1,3,2,1,0,8,3,1,2,1,5,1,0,0,6,2,0,3,0,0,4,0,3,12,5,10,1,0,1,0,1,4,10,11,6,국가,165
28,0,0,1,0,0,0,0,7,0,0,0,0,0,3,0,2,0,3,4,2,6,0,0,0,1,0,0,0,3,0,5,1,2,3,1,1,3,0,4,0,0,0,0,5,1,1,0,0,6,1,0,3,7,24,4,0,4,6,3,3,2,0,2,0,0,8,0,0,명,160
10,0,6,6,1,1,0,0,0,1,0,0,0,0,2,0,4,8,9,1,0,2,0,1,2,0,0,5,6,1,0,4,4,0,1,2,3,0,4,5,3,0,3,1,0,0,0,2,0,3,1,3,4,5,10,0,2,6,5,4,0,0,0,2,0,5,10,0,2,이상,160
2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,114,1,0,0,0,0,0,4,0,0,0,평가,159
7,0,9,0,1,0,0,0,3,1,2,0,0,1,0,0,0,3,5,2,3,2,0,0,0,1,0,1,3,2,1,4,2,6,0,2,0,7,1,3,2,0,5,1,11,2,0,5,4,3,0,6,2,0,14,0,6,7,4,2,1,3,0,0,1,0,8,0,0,모든,159
7,0,7,0,1,0,0,0,1,0,5,0,1,3,5,0,0,1,12,6,3,1,0,0,1,0,4,0,5,1,0,3,1,0,0,0,0,4,2,3,3,1,1,0,15,0,1,5,2,1,0,8,2,0,7,0,3,4,8,1,0,4,0,1,0,2,4,1,7,대해,158
27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,6,11,0,1,1,0,0,0,0,0,6,0,2,0,1,0,11,0,3,0,0,0,0,0,0,10,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,1,4,19,0,0,학교,158
2,0,5,4,0,0,0,0,1,0,1,1,0,0,0,0,0,2,3,11,0,1,0,0,0,6,13,3,4,0,0,2,5,1,1,5,2,2,1,7,0,0,1,3,13,0,2,0,1,0,1,6,0,1,6,4,0,2,6,2,2,1,0,1,1,1,10,4,4,또한,155
2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,9,2,0,0,0,0,1,3,4,5,1,1,2,3,0,1,2,1,9,1,2,0,0,1,1,15,2,3,0,0,2,2,5,1,3,6,2,0,3,5,3,0,7,2,5,0,3,2,7,0,이유,150
