16,30,35,36,51,61,62,64,76,keyword,alls,binary,value
0,0,0,0,0,0,0,1,0,하물며,1,1.0,1.0
0,1,0,0,0,0,0,0,0,형법,1,1.0,1.0
0,0,0,0,0,0,0,1,0,국방의무,1,1.0,1.0
0,0,0,0,0,0,0,0,1,예루살렘,1,1.0,1.0
0,0,0,0,0,0,0,0,1,소유자,1,1.0,1.0
0,0,0,0,1,0,0,0,0,뇌동,1,1.0,1.0
0,0,0,1,0,0,0,0,0,개월때,1,1.0,1.0
0,0,0,0,0,0,1,0,0,변형,1,1.0,1.0
0,0,0,0,0,0,1,0,0,인스타,1,1.0,1.0
0,0,0,0,0,1,0,0,0,본연,1,1.0,1.0
0,0,1,0,0,0,0,0,0,편견,1,1.0,1.0
0,0,0,0,0,0,0,0,1,과천,1,1.0,1.0
0,0,0,0,0,0,1,0,0,맥락,1,1.0,1.0
0,0,0,1,0,0,0,0,0,폐악,1,1.0,1.0
0,0,0,1,0,0,0,0,0,난립,1,1.0,1.0
0,0,0,0,0,1,0,0,0,자멸,1,1.0,1.0
0,0,1,0,0,0,0,0,0,기간산업,1,1.0,1.0
0,0,1,0,0,0,0,0,0,지금껏,1,1.0,1.0
0,0,0,0,0,0,0,1,0,모이,1,1.0,1.0
0,0,0,0,0,0,0,1,0,절대로,1,1.0,1.0
0,0,0,0,1,0,0,0,0,수요일,1,1.0,1.0
0,0,0,0,0,0,0,0,1,합신,1,1.0,1.0
0,0,0,0,0,0,0,1,0,법률상,1,1.0,1.0
0,0,0,0,0,1,0,0,0,기절,1,1.0,1.0
0,0,1,0,0,0,0,0,0,성덕고,1,1.0,1.0
0,0,0,0,0,1,0,0,0,재벌,1,1.0,1.0
0,0,0,0,0,1,0,0,0,정독,1,1.0,1.0
1,0,0,0,0,0,0,0,0,가령,1,1.0,1.0
0,0,0,0,0,0,0,1,0,비노,1,1.0,1.0
0,0,1,0,0,0,0,0,0,답사,1,1.0,1.0
0,0,0,0,0,0,1,0,0,비키,1,1.0,1.0
1,0,0,0,0,0,0,0,0,악법,1,1.0,1.0
1,0,0,0,0,0,0,0,0,구나,1,1.0,1.0
0,0,0,0,1,0,0,0,0,발동,1,1.0,1.0
0,0,0,0,0,0,0,1,0,선포,1,1.0,1.0
1,0,0,0,0,0,0,0,0,말리,1,1.0,1.0
0,0,0,0,1,0,0,0,0,롤,1,1.0,1.0
0,0,1,0,0,0,0,0,0,활기,1,1.0,1.0
0,0,0,0,1,0,0,0,0,행세,1,1.0,1.0
0,0,1,0,0,0,0,0,0,클락,1,1.0,1.0
0,0,0,0,0,0,0,0,1,합동,1,1.0,1.0
0,0,0,0,0,0,0,1,0,전술,1,1.0,1.0
0,0,0,0,0,0,0,1,0,폐쇄회,1,1.0,1.0
0,0,0,0,0,1,0,0,0,석수,1,1.0,1.0
0,0,0,0,1,0,0,0,0,참전용사,1,1.0,1.0
0,0,0,0,0,0,0,0,1,휴양지,1,1.0,1.0
0,0,0,0,0,1,0,0,0,의원직,1,1.0,1.0
0,0,0,0,1,0,0,0,0,불미,1,1.0,1.0
0,0,0,0,0,0,0,0,1,금일도,1,1.0,1.0
0,0,0,1,0,0,0,0,0,감사원,1,1.0,1.0
0,0,0,0,0,0,0,1,0,적신호,1,1.0,1.0
0,0,0,0,0,1,0,0,0,거북목,1,1.0,1.0
0,0,0,0,0,0,0,1,0,투철,1,1.0,1.0
0,0,0,0,0,1,0,0,0,군부,1,1.0,1.0
1,0,0,0,0,0,0,0,0,전라도,1,1.0,1.0
0,0,1,0,0,0,0,0,0,야생,1,1.0,1.0
0,0,0,0,0,0,0,1,0,어이,1,1.0,1.0
0,0,0,0,0,1,0,0,0,박광온,1,1.0,1.0
0,0,0,1,0,0,0,0,0,사브,1,1.0,1.0
0,0,0,0,0,1,0,0,0,불명예,1,1.0,1.0
0,0,1,0,0,0,0,0,0,회의실,1,1.0,1.0
0,0,1,0,0,0,0,0,0,일원화,1,1.0,1.0
1,0,0,0,0,0,0,0,0,전정긍긍,1,1.0,1.0
0,0,0,1,0,0,0,0,0,약화,1,1.0,1.0
0,0,0,1,0,0,0,0,0,접종,1,1.0,1.0
0,0,0,0,0,1,0,0,0,선대,1,1.0,1.0
0,0,0,0,0,0,0,0,1,일몰,1,1.0,1.0
0,0,1,0,0,0,0,0,0,원유,1,1.0,1.0
0,0,1,0,0,0,0,0,0,등하교,1,1.0,1.0
0,0,1,0,0,0,0,0,0,단내,1,1.0,1.0
1,0,0,0,0,0,0,0,0,부인과,1,1.0,1.0
0,0,0,0,0,1,0,0,0,분량,1,1.0,1.0
0,0,1,0,0,0,0,0,0,군림합,1,1.0,1.0
